L1,L2,Score,New_Score
av1_var3ka,wb5_polC,6,1
av1_var3ka,yah_kifk,5,0.833333333333333
av1_var3ka,ydg_p3nok,5,0.833333333333333
av1_var3ka,p25_ponie,6,1
av1_var3ka,diq_perr,5,0.833333333333333
av2_var3ka,pb1_pan3,4,0.666666666666667
av2_var3ka,pb2_pana,4,0.666666666666667
av2_var3ka,bql_par,4,0.666666666666667
av2_var3ka,bgp_thakh,5,0.833333333333333
av2_var3ka,bgn_balg,5,0.833333333333333
av2_var3ka,ps1_ponie,6,1
av2_var3ka,pb3_p3na,4,0.666666666666667
av2_var3ka,pb4_pan3,4,0.666666666666667
av2_var3ka,wb1_polC,6,1
av2_var3ka,pt1_pana,4,0.666666666666667
av2_var3ka,wb2_polC,6,1
av2_var3ka,pb5_pana,4,0.666666666666667
av2_var3ka,pb6_pane,5,0.833333333333333
av2_var3ka,os1_sifE,6,1
av2_var3ka,pb7_pan3,4,0.666666666666667
av2_var3ka,prs_bErg,5,0.833333333333333
av2_var3ka,gzi_vElg,5,0.833333333333333
av2_var3ka,glk_balg,5,0.833333333333333
av2_var3ka,hac_gaLa,4,0.666666666666667
av2_var3ka,pb8_pani,5,0.833333333333333
av2_var3ka,os2_S3f,5,0.833333333333333
av2_var3ka,wb3_polC,6,1
av2_var3ka,pb9_pana,4,0.666666666666667
av2_var3ka,p10_panie,5,0.833333333333333
av2_var3ka,jdt_velg,5,0.833333333333333
av2_var3ka,pt2_pan3,4,0.666666666666667
av2_var3ka,ps2_pon3,5,0.833333333333333
av2_var3ka,kiu_pElg3,6,1
av2_var3ka,ckb_para,3,0.5
av2_var3ka,kmr_pel,6,1
av2_var3ka,ps3_pan3,4,0.666666666666667
av2_var3ka,lrl_barg,4,0.666666666666667
av2_var3ka,lsa_valg,4,0.666666666666667
av2_var3ka,luz_barg,4,0.666666666666667
av2_var3ka,p11_pana,4,0.666666666666667
av2_var3ka,p12_pani,5,0.833333333333333
av2_var3ka,p13_pana,4,0.666666666666667
av2_var3ka,kfm_valk,3,0.5
av2_var3ka,p14_pana,4,0.666666666666667
av2_var3ka,ps4_p3x3,5,0.833333333333333
av2_var3ka,p15_pana,4,0.666666666666667
av2_var3ka,mnj_b3rxiko,5,0.714285714285714
av2_var3ka,ntz_valg,4,0.666666666666667
av2_var3ka,p16_pana,4,0.666666666666667
av2_var3ka,p17_pana,4,0.666666666666667
av2_var3ka,p18_pan3,4,0.666666666666667
av2_var3ka,oru_pox3i,5,0.833333333333333
av2_var3ka,prc_pon,6,1
av2_var3ka,p19_p3x3,5,0.833333333333333
av2_var3ka,pt3_pang3,5,0.833333333333333
av2_var3ka,pes_barg,4,0.666666666666667
av2_var3ka,p20_pana,4,0.666666666666667
av2_var3ka,pt4_pan3,4,0.666666666666667
av2_var3ka,pt5_pan3,4,0.666666666666667
av2_var3ka,srz_barg,4,0.666666666666667
av2_var3ka,p21_pana,4,0.666666666666667
av2_var3ka,sgh_bErg,5,0.833333333333333
av2_var3ka,siy_valk,3,0.5
av2_var3ka,sqo_volg,5,0.833333333333333
av2_var3ka,bcc_thakh,5,0.833333333333333
av2_var3ka,sdh_balg,5,0.833333333333333
av2_var3ka,fay_balg,5,0.833333333333333
av2_var3ka,p22_pana,4,0.666666666666667
av2_var3ka,tgk_barg,4,0.666666666666667
av2_var3ka,tly_liv3,5,0.833333333333333
av2_var3ka,p23_kon3,5,0.833333333333333
av2_var3ka,p24_ponia,5,0.833333333333333
av2_var3ka,vaf_vElg,5,0.833333333333333
av2_var3ka,ps5_p3x3,5,0.833333333333333
av2_var3ka,wne_pani,5,0.833333333333333
av2_var3ka,wb5_polC,6,1
av2_var3ka,yah_kifk,5,0.833333333333333
av2_var3ka,ydg_p3nok,5,0.833333333333333
av2_var3ka,p25_ponie,6,1
av2_var3ka,diq_perr,5,0.833333333333333
pb1_pan3,pb2_pana,1,0.25
pb1_pan3,bql_par,2,0.5
pb1_pan3,bgp_thakh,4,0.8
pb1_pan3,bgn_balg,3,0.75
pb1_pan3,ps1_ponie,3,0.6
pb1_pan3,pb3_p3na,2,0.5
pb1_pan3,pb4_pan3,0,0
pb1_pan3,wb1_polC,3,0.75
pb1_pan3,pt1_pana,1,0.25
pb1_pan3,wb2_polC,3,0.75
pb1_pan3,pb5_pana,1,0.25
pb1_pan3,pb6_pane,1,0.25
pb1_pan3,os1_sifE,4,1
pb1_pan3,pb7_pan3,0,0
pb1_pan3,prs_bErg,4,1
pb1_pan3,gzi_vElg,4,1
pb1_pan3,glk_balg,3,0.75
pb1_pan3,hac_gaLa,3,0.75
pb1_pan3,pb8_pani,1,0.25
pb1_pan3,os2_S3f,4,1
pb1_pan3,wb3_polC,3,0.75
pb1_pan3,pb9_pana,1,0.25
pb1_pan3,p10_panie,2,0.4
pb1_pan3,jdt_velg,4,1
pb1_pan3,pt2_pan3,0,0
pb1_pan3,ps2_pon3,1,0.25
pb1_pan3,kiu_pElg3,3,0.6
pb1_pan3,ckb_para,2,0.5
pb1_pan3,kmr_pel,3,0.75
pb1_pan3,ps3_pan3,0,0
pb1_pan3,lrl_barg,3,0.75
pb1_pan3,lsa_valg,3,0.75
pb1_pan3,luz_barg,3,0.75
pb1_pan3,p11_pana,1,0.25
pb1_pan3,p12_pani,1,0.25
pb1_pan3,p13_pana,1,0.25
pb1_pan3,kfm_valk,3,0.75
pb1_pan3,p14_pana,1,0.25
pb1_pan3,ps4_p3x3,2,0.5
pb1_pan3,p15_pana,1,0.25
pb1_pan3,mnj_b3rxiko,7,1
pb1_pan3,ntz_valg,3,0.75
pb1_pan3,p16_pana,1,0.25
pb1_pan3,p17_pana,1,0.25
pb1_pan3,p18_pan3,0,0
pb1_pan3,oru_pox3i,3,0.6
pb1_pan3,prc_pon,2,0.5
pb1_pan3,p19_p3x3,2,0.5
pb1_pan3,pt3_pang3,1,0.2
pb1_pan3,pes_barg,3,0.75
pb1_pan3,p20_pana,1,0.25
pb1_pan3,pt4_pan3,0,0
pb1_pan3,pt5_pan3,0,0
pb1_pan3,srz_barg,3,0.75
pb1_pan3,p21_pana,1,0.25
pb1_pan3,sgh_bErg,4,1
pb1_pan3,siy_valk,3,0.75
pb1_pan3,sqo_volg,4,1
pb1_pan3,bcc_thakh,4,0.8
pb1_pan3,sdh_balg,3,0.75
pb1_pan3,fay_balg,3,0.75
pb1_pan3,p22_pana,1,0.25
pb1_pan3,tgk_barg,3,0.75
pb1_pan3,tly_liv3,3,0.75
pb1_pan3,p23_kon3,2,0.5
pb1_pan3,p24_ponia,3,0.6
pb1_pan3,vaf_vElg,4,1
pb1_pan3,ps5_p3x3,2,0.5
pb1_pan3,wne_pani,1,0.25
pb1_pan3,wb5_polC,3,0.75
pb1_pan3,yah_kifk,4,1
pb1_pan3,ydg_p3nok,3,0.6
pb1_pan3,p25_ponie,3,0.6
pb1_pan3,diq_perr,3,0.75
pb2_pana,bql_par,2,0.5
pb2_pana,bgp_thakh,4,0.8
pb2_pana,bgn_balg,3,0.75
pb2_pana,ps1_ponie,3,0.6
pb2_pana,pb3_p3na,1,0.25
pb2_pana,pb4_pan3,1,0.25
pb2_pana,wb1_polC,3,0.75
pb2_pana,pt1_pana,0,0
pb2_pana,wb2_polC,3,0.75
pb2_pana,pb5_pana,0,0
pb2_pana,pb6_pane,1,0.25
pb2_pana,os1_sifE,4,1
pb2_pana,pb7_pan3,1,0.25
pb2_pana,prs_bErg,4,1
pb2_pana,gzi_vElg,4,1
pb2_pana,glk_balg,3,0.75
pb2_pana,hac_gaLa,2,0.5
pb2_pana,pb8_pani,1,0.25
pb2_pana,os2_S3f,4,1
pb2_pana,wb3_polC,3,0.75
pb2_pana,pb9_pana,0,0
pb2_pana,p10_panie,2,0.4
pb2_pana,jdt_velg,4,1
pb2_pana,pt2_pan3,1,0.25
pb2_pana,ps2_pon3,2,0.5
pb2_pana,kiu_pElg3,4,0.8
pb2_pana,ckb_para,1,0.25
pb2_pana,kmr_pel,3,0.75
pb2_pana,ps3_pan3,1,0.25
pb2_pana,lrl_barg,3,0.75
pb2_pana,lsa_valg,3,0.75
pb2_pana,luz_barg,3,0.75
pb2_pana,p11_pana,0,0
pb2_pana,p12_pani,1,0.25
pb2_pana,p13_pana,0,0
pb2_pana,kfm_valk,3,0.75
pb2_pana,p14_pana,0,0
pb2_pana,ps4_p3x3,3,0.75
pb2_pana,p15_pana,0,0
pb2_pana,mnj_b3rxiko,7,1
pb2_pana,ntz_valg,3,0.75
pb2_pana,p16_pana,0,0
pb2_pana,p17_pana,0,0
pb2_pana,p18_pan3,1,0.25
pb2_pana,oru_pox3i,4,0.8
pb2_pana,prc_pon,2,0.5
pb2_pana,p19_p3x3,3,0.75
pb2_pana,pt3_pang3,2,0.4
pb2_pana,pes_barg,3,0.75
pb2_pana,p20_pana,0,0
pb2_pana,pt4_pan3,1,0.25
pb2_pana,pt5_pan3,1,0.25
pb2_pana,srz_barg,3,0.75
pb2_pana,p21_pana,0,0
pb2_pana,sgh_bErg,4,1
pb2_pana,siy_valk,3,0.75
pb2_pana,sqo_volg,4,1
pb2_pana,bcc_thakh,4,0.8
pb2_pana,sdh_balg,3,0.75
pb2_pana,fay_balg,3,0.75
pb2_pana,p22_pana,0,0
pb2_pana,tgk_barg,3,0.75
pb2_pana,tly_liv3,4,1
pb2_pana,p23_kon3,3,0.75
pb2_pana,p24_ponia,2,0.4
pb2_pana,vaf_vElg,4,1
pb2_pana,ps5_p3x3,3,0.75
pb2_pana,wne_pani,1,0.25
pb2_pana,wb5_polC,3,0.75
pb2_pana,yah_kifk,4,1
pb2_pana,ydg_p3nok,3,0.6
pb2_pana,p25_ponie,3,0.6
pb2_pana,diq_perr,3,0.75
bql_par,bgp_thakh,4,0.8
bql_par,bgn_balg,3,0.75
bql_par,ps1_ponie,4,0.8
bql_par,pb3_p3na,3,0.75
bql_par,pb4_pan3,2,0.5
bql_par,wb1_polC,3,0.75
bql_par,pt1_pana,2,0.5
bql_par,wb2_polC,3,0.75
bql_par,pb5_pana,2,0.5
bql_par,pb6_pane,2,0.5
bql_par,os1_sifE,4,1
bql_par,pb7_pan3,2,0.5
bql_par,prs_bErg,3,0.75
bql_par,gzi_vElg,4,1
bql_par,glk_balg,3,0.75
bql_par,hac_gaLa,3,0.75
bql_par,pb8_pani,2,0.5
bql_par,os2_S3f,3,1
bql_par,wb3_polC,3,0.75
bql_par,pb9_pana,2,0.5
bql_par,p10_panie,3,0.6
bql_par,jdt_velg,4,1
bql_par,pt2_pan3,2,0.5
bql_par,ps2_pon3,3,0.75
bql_par,kiu_pElg3,4,0.8
bql_par,ckb_para,1,0.25
bql_par,kmr_pel,2,0.666666666666667
bql_par,ps3_pan3,2,0.5
bql_par,lrl_barg,2,0.5
bql_par,lsa_valg,3,0.75
bql_par,luz_barg,2,0.5
bql_par,p11_pana,2,0.5
bql_par,p12_pani,2,0.5
bql_par,p13_pana,2,0.5
bql_par,kfm_valk,3,0.75
bql_par,p14_pana,2,0.5
bql_par,ps4_p3x3,3,0.75
bql_par,p15_pana,2,0.5
bql_par,mnj_b3rxiko,6,0.857142857142857
bql_par,ntz_valg,3,0.75
bql_par,p16_pana,2,0.5
bql_par,p17_pana,2,0.5
bql_par,p18_pan3,2,0.5
bql_par,oru_pox3i,4,0.8
bql_par,prc_pon,2,0.666666666666667
bql_par,p19_p3x3,3,0.75
bql_par,pt3_pang3,3,0.6
bql_par,pes_barg,2,0.5
bql_par,p20_pana,2,0.5
bql_par,pt4_pan3,2,0.5
bql_par,pt5_pan3,2,0.5
bql_par,srz_barg,2,0.5
bql_par,p21_pana,2,0.5
bql_par,sgh_bErg,3,0.75
bql_par,siy_valk,3,0.75
bql_par,sqo_volg,4,1
bql_par,bcc_thakh,4,0.8
bql_par,sdh_balg,3,0.75
bql_par,fay_balg,3,0.75
bql_par,p22_pana,2,0.5
bql_par,tgk_barg,2,0.5
bql_par,tly_liv3,4,1
bql_par,p23_kon3,4,1
bql_par,p24_ponia,4,0.8
bql_par,vaf_vElg,4,1
bql_par,ps5_p3x3,3,0.75
bql_par,wne_pani,2,0.5
bql_par,wb5_polC,3,0.75
bql_par,yah_kifk,4,1
bql_par,ydg_p3nok,4,0.8
bql_par,p25_ponie,4,0.8
bql_par,diq_perr,2,0.5
bgp_thakh,bgn_balg,4,0.8
bgp_thakh,ps1_ponie,5,1
bgp_thakh,pb3_p3na,5,1
bgp_thakh,pb4_pan3,4,0.8
bgp_thakh,wb1_polC,5,1
bgp_thakh,pt1_pana,4,0.8
bgp_thakh,wb2_polC,5,1
bgp_thakh,pb5_pana,4,0.8
bgp_thakh,pb6_pane,4,0.8
bgp_thakh,os1_sifE,5,1
bgp_thakh,pb7_pan3,4,0.8
bgp_thakh,prs_bErg,5,1
bgp_thakh,gzi_vElg,5,1
bgp_thakh,glk_balg,4,0.8
bgp_thakh,hac_gaLa,4,0.8
bgp_thakh,pb8_pani,4,0.8
bgp_thakh,os2_S3f,5,1
bgp_thakh,wb3_polC,5,1
bgp_thakh,pb9_pana,4,0.8
bgp_thakh,p10_panie,5,1
bgp_thakh,jdt_velg,5,1
bgp_thakh,pt2_pan3,4,0.8
bgp_thakh,ps2_pon3,5,1
bgp_thakh,kiu_pElg3,5,1
bgp_thakh,ckb_para,4,0.8
bgp_thakh,kmr_pel,5,1
bgp_thakh,ps3_pan3,4,0.8
bgp_thakh,lrl_barg,4,0.8
bgp_thakh,lsa_valg,4,0.8
bgp_thakh,luz_barg,4,0.8
bgp_thakh,p11_pana,4,0.8
bgp_thakh,p12_pani,4,0.8
bgp_thakh,p13_pana,4,0.8
bgp_thakh,kfm_valk,4,0.8
bgp_thakh,p14_pana,4,0.8
bgp_thakh,ps4_p3x3,5,1
bgp_thakh,p15_pana,4,0.8
bgp_thakh,mnj_b3rxiko,6,0.857142857142857
bgp_thakh,ntz_valg,4,0.8
bgp_thakh,p16_pana,4,0.8
bgp_thakh,p17_pana,4,0.8
bgp_thakh,p18_pan3,4,0.8
bgp_thakh,oru_pox3i,5,1
bgp_thakh,prc_pon,5,1
bgp_thakh,p19_p3x3,5,1
bgp_thakh,pt3_pang3,5,1
bgp_thakh,pes_barg,4,0.8
bgp_thakh,p20_pana,4,0.8
bgp_thakh,pt4_pan3,4,0.8
bgp_thakh,pt5_pan3,4,0.8
bgp_thakh,srz_barg,4,0.8
bgp_thakh,p21_pana,4,0.8
bgp_thakh,sgh_bErg,5,1
bgp_thakh,siy_valk,4,0.8
bgp_thakh,sqo_volg,5,1
bgp_thakh,bcc_thakh,0,0
bgp_thakh,sdh_balg,4,0.8
bgp_thakh,fay_balg,4,0.8
bgp_thakh,p22_pana,4,0.8
bgp_thakh,tgk_barg,4,0.8
bgp_thakh,tly_liv3,5,1
bgp_thakh,p23_kon3,5,1
bgp_thakh,p24_ponia,5,1
bgp_thakh,vaf_vElg,5,1
bgp_thakh,ps5_p3x3,5,1
bgp_thakh,wne_pani,4,0.8
bgp_thakh,wb5_polC,5,1
bgp_thakh,yah_kifk,4,0.8
bgp_thakh,ydg_p3nok,5,1
bgp_thakh,p25_ponie,5,1
bgp_thakh,diq_perr,5,1
bgn_balg,ps1_ponie,5,1
bgn_balg,pb3_p3na,4,1
bgn_balg,pb4_pan3,3,0.75
bgn_balg,wb1_polC,3,0.75
bgn_balg,pt1_pana,3,0.75
bgn_balg,wb2_polC,3,0.75
bgn_balg,pb5_pana,3,0.75
bgn_balg,pb6_pane,3,0.75
bgn_balg,os1_sifE,4,1
bgn_balg,pb7_pan3,3,0.75
bgn_balg,prs_bErg,2,0.5
bgn_balg,gzi_vElg,2,0.5
bgn_balg,glk_balg,0,0
bgn_balg,hac_gaLa,3,0.75
bgn_balg,pb8_pani,3,0.75
bgn_balg,os2_S3f,4,1
bgn_balg,wb3_polC,3,0.75
bgn_balg,pb9_pana,3,0.75
bgn_balg,p10_panie,4,0.8
bgn_balg,jdt_velg,2,0.5
bgn_balg,pt2_pan3,3,0.75
bgn_balg,ps2_pon3,4,1
bgn_balg,kiu_pElg3,3,0.6
bgn_balg,ckb_para,3,0.75
bgn_balg,kmr_pel,3,0.75
bgn_balg,ps3_pan3,3,0.75
bgn_balg,lrl_barg,1,0.25
bgn_balg,lsa_valg,1,0.25
bgn_balg,luz_barg,1,0.25
bgn_balg,p11_pana,3,0.75
bgn_balg,p12_pani,3,0.75
bgn_balg,p13_pana,3,0.75
bgn_balg,kfm_valk,2,0.5
bgn_balg,p14_pana,3,0.75
bgn_balg,ps4_p3x3,4,1
bgn_balg,p15_pana,3,0.75
bgn_balg,mnj_b3rxiko,6,0.857142857142857
bgn_balg,ntz_valg,1,0.25
bgn_balg,p16_pana,3,0.75
bgn_balg,p17_pana,3,0.75
bgn_balg,p18_pan3,3,0.75
bgn_balg,oru_pox3i,5,1
bgn_balg,prc_pon,4,1
bgn_balg,p19_p3x3,4,1
bgn_balg,pt3_pang3,3,0.6
bgn_balg,pes_barg,1,0.25
bgn_balg,p20_pana,3,0.75
bgn_balg,pt4_pan3,3,0.75
bgn_balg,pt5_pan3,3,0.75
bgn_balg,srz_barg,1,0.25
bgn_balg,p21_pana,3,0.75
bgn_balg,sgh_bErg,2,0.5
bgn_balg,siy_valk,2,0.5
bgn_balg,sqo_volg,2,0.5
bgn_balg,bcc_thakh,4,0.8
bgn_balg,sdh_balg,0,0
bgn_balg,fay_balg,0,0
bgn_balg,p22_pana,3,0.75
bgn_balg,tgk_barg,1,0.25
bgn_balg,tly_liv3,4,1
bgn_balg,p23_kon3,4,1
bgn_balg,p24_ponia,5,1
bgn_balg,vaf_vElg,2,0.5
bgn_balg,ps5_p3x3,4,1
bgn_balg,wne_pani,3,0.75
bgn_balg,wb5_polC,3,0.75
bgn_balg,yah_kifk,4,1
bgn_balg,ydg_p3nok,5,1
bgn_balg,p25_ponie,5,1
bgn_balg,diq_perr,4,1
ps1_ponie,pb3_p3na,3,0.6
ps1_ponie,pb4_pan3,3,0.6
ps1_ponie,wb1_polC,3,0.6
ps1_ponie,pt1_pana,3,0.6
ps1_ponie,wb2_polC,3,0.6
ps1_ponie,pb5_pana,3,0.6
ps1_ponie,pb6_pane,2,0.4
ps1_ponie,os1_sifE,5,1
ps1_ponie,pb7_pan3,3,0.6
ps1_ponie,prs_bErg,5,1
ps1_ponie,gzi_vElg,5,1
ps1_ponie,glk_balg,5,1
ps1_ponie,hac_gaLa,5,1
ps1_ponie,pb8_pani,2,0.4
ps1_ponie,os2_S3f,5,1
ps1_ponie,wb3_polC,3,0.6
ps1_ponie,pb9_pana,3,0.6
ps1_ponie,p10_panie,1,0.2
ps1_ponie,jdt_velg,5,1
ps1_ponie,pt2_pan3,3,0.6
ps1_ponie,ps2_pon3,2,0.4
ps1_ponie,kiu_pElg3,4,0.8
ps1_ponie,ckb_para,4,0.8
ps1_ponie,kmr_pel,4,0.8
ps1_ponie,ps3_pan3,3,0.6
ps1_ponie,lrl_barg,5,1
ps1_ponie,lsa_valg,5,1
ps1_ponie,luz_barg,5,1
ps1_ponie,p11_pana,3,0.6
ps1_ponie,p12_pani,2,0.4
ps1_ponie,p13_pana,3,0.6
ps1_ponie,kfm_valk,5,1
ps1_ponie,p14_pana,3,0.6
ps1_ponie,ps4_p3x3,4,0.8
ps1_ponie,p15_pana,3,0.6
ps1_ponie,mnj_b3rxiko,6,0.857142857142857
ps1_ponie,ntz_valg,5,1
ps1_ponie,p16_pana,3,0.6
ps1_ponie,p17_pana,3,0.6
ps1_ponie,p18_pan3,3,0.6
ps1_ponie,oru_pox3i,3,0.6
ps1_ponie,prc_pon,2,0.4
ps1_ponie,p19_p3x3,4,0.8
ps1_ponie,pt3_pang3,3,0.6
ps1_ponie,pes_barg,5,1
ps1_ponie,p20_pana,3,0.6
ps1_ponie,pt4_pan3,3,0.6
ps1_ponie,pt5_pan3,3,0.6
ps1_ponie,srz_barg,5,1
ps1_ponie,p21_pana,3,0.6
ps1_ponie,sgh_bErg,5,1
ps1_ponie,siy_valk,5,1
ps1_ponie,sqo_volg,4,0.8
ps1_ponie,bcc_thakh,5,1
ps1_ponie,sdh_balg,5,1
ps1_ponie,fay_balg,5,1
ps1_ponie,p22_pana,3,0.6
ps1_ponie,tgk_barg,5,1
ps1_ponie,tly_liv3,5,1
ps1_ponie,p23_kon3,3,0.6
ps1_ponie,p24_ponia,1,0.2
ps1_ponie,vaf_vElg,5,1
ps1_ponie,ps5_p3x3,4,0.8
ps1_ponie,wne_pani,2,0.4
ps1_ponie,wb5_polC,3,0.6
ps1_ponie,yah_kifk,5,1
ps1_ponie,ydg_p3nok,3,0.6
ps1_ponie,p25_ponie,0,0
ps1_ponie,diq_perr,4,0.8
pb3_p3na,pb4_pan3,2,0.5
pb3_p3na,wb1_polC,3,0.75
pb3_p3na,pt1_pana,1,0.25
pb3_p3na,wb2_polC,3,0.75
pb3_p3na,pb5_pana,1,0.25
pb3_p3na,pb6_pane,2,0.5
pb3_p3na,os1_sifE,4,1
pb3_p3na,pb7_pan3,2,0.5
pb3_p3na,prs_bErg,4,1
pb3_p3na,gzi_vElg,4,1
pb3_p3na,glk_balg,4,1
pb3_p3na,hac_gaLa,3,0.75
pb3_p3na,pb8_pani,2,0.5
pb3_p3na,os2_S3f,3,0.75
pb3_p3na,wb3_polC,3,0.75
pb3_p3na,pb9_pana,1,0.25
pb3_p3na,p10_panie,3,0.6
pb3_p3na,jdt_velg,4,1
pb3_p3na,pt2_pan3,2,0.5
pb3_p3na,ps2_pon3,2,0.5
pb3_p3na,kiu_pElg3,4,0.8
pb3_p3na,ckb_para,2,0.5
pb3_p3na,kmr_pel,3,0.75
pb3_p3na,ps3_pan3,2,0.5
pb3_p3na,lrl_barg,4,1
pb3_p3na,lsa_valg,4,1
pb3_p3na,luz_barg,4,1
pb3_p3na,p11_pana,1,0.25
pb3_p3na,p12_pani,2,0.5
pb3_p3na,p13_pana,1,0.25
pb3_p3na,kfm_valk,4,1
pb3_p3na,p14_pana,1,0.25
pb3_p3na,ps4_p3x3,2,0.5
pb3_p3na,p15_pana,1,0.25
pb3_p3na,mnj_b3rxiko,6,0.857142857142857
pb3_p3na,ntz_valg,4,1
pb3_p3na,p16_pana,1,0.25
pb3_p3na,p17_pana,1,0.25
pb3_p3na,p18_pan3,2,0.5
pb3_p3na,oru_pox3i,4,0.8
pb3_p3na,prc_pon,2,0.5
pb3_p3na,p19_p3x3,2,0.5
pb3_p3na,pt3_pang3,3,0.6
pb3_p3na,pes_barg,4,1
pb3_p3na,p20_pana,1,0.25
pb3_p3na,pt4_pan3,2,0.5
pb3_p3na,pt5_pan3,2,0.5
pb3_p3na,srz_barg,4,1
pb3_p3na,p21_pana,1,0.25
pb3_p3na,sgh_bErg,4,1
pb3_p3na,siy_valk,4,1
pb3_p3na,sqo_volg,4,1
pb3_p3na,bcc_thakh,5,1
pb3_p3na,sdh_balg,4,1
pb3_p3na,fay_balg,4,1
pb3_p3na,p22_pana,1,0.25
pb3_p3na,tgk_barg,4,1
pb3_p3na,tly_liv3,4,1
pb3_p3na,p23_kon3,3,0.75
pb3_p3na,p24_ponia,2,0.4
pb3_p3na,vaf_vElg,4,1
pb3_p3na,ps5_p3x3,2,0.5
pb3_p3na,wne_pani,2,0.5
pb3_p3na,wb5_polC,3,0.75
pb3_p3na,yah_kifk,4,1
pb3_p3na,ydg_p3nok,2,0.4
pb3_p3na,p25_ponie,3,0.6
pb3_p3na,diq_perr,3,0.75
pb4_pan3,wb1_polC,3,0.75
pb4_pan3,pt1_pana,1,0.25
pb4_pan3,wb2_polC,3,0.75
pb4_pan3,pb5_pana,1,0.25
pb4_pan3,pb6_pane,1,0.25
pb4_pan3,os1_sifE,4,1
pb4_pan3,pb7_pan3,0,0
pb4_pan3,prs_bErg,4,1
pb4_pan3,gzi_vElg,4,1
pb4_pan3,glk_balg,3,0.75
pb4_pan3,hac_gaLa,3,0.75
pb4_pan3,pb8_pani,1,0.25
pb4_pan3,os2_S3f,4,1
pb4_pan3,wb3_polC,3,0.75
pb4_pan3,pb9_pana,1,0.25
pb4_pan3,p10_panie,2,0.4
pb4_pan3,jdt_velg,4,1
pb4_pan3,pt2_pan3,0,0
pb4_pan3,ps2_pon3,1,0.25
pb4_pan3,kiu_pElg3,3,0.6
pb4_pan3,ckb_para,2,0.5
pb4_pan3,kmr_pel,3,0.75
pb4_pan3,ps3_pan3,0,0
pb4_pan3,lrl_barg,3,0.75
pb4_pan3,lsa_valg,3,0.75
pb4_pan3,luz_barg,3,0.75
pb4_pan3,p11_pana,1,0.25
pb4_pan3,p12_pani,1,0.25
pb4_pan3,p13_pana,1,0.25
pb4_pan3,kfm_valk,3,0.75
pb4_pan3,p14_pana,1,0.25
pb4_pan3,ps4_p3x3,2,0.5
pb4_pan3,p15_pana,1,0.25
pb4_pan3,mnj_b3rxiko,7,1
pb4_pan3,ntz_valg,3,0.75
pb4_pan3,p16_pana,1,0.25
pb4_pan3,p17_pana,1,0.25
pb4_pan3,p18_pan3,0,0
pb4_pan3,oru_pox3i,3,0.6
pb4_pan3,prc_pon,2,0.5
pb4_pan3,p19_p3x3,2,0.5
pb4_pan3,pt3_pang3,1,0.2
pb4_pan3,pes_barg,3,0.75
pb4_pan3,p20_pana,1,0.25
pb4_pan3,pt4_pan3,0,0
pb4_pan3,pt5_pan3,0,0
pb4_pan3,srz_barg,3,0.75
pb4_pan3,p21_pana,1,0.25
pb4_pan3,sgh_bErg,4,1
pb4_pan3,siy_valk,3,0.75
pb4_pan3,sqo_volg,4,1
pb4_pan3,bcc_thakh,4,0.8
pb4_pan3,sdh_balg,3,0.75
pb4_pan3,fay_balg,3,0.75
pb4_pan3,p22_pana,1,0.25
pb4_pan3,tgk_barg,3,0.75
pb4_pan3,tly_liv3,3,0.75
pb4_pan3,p23_kon3,2,0.5
pb4_pan3,p24_ponia,3,0.6
pb4_pan3,vaf_vElg,4,1
pb4_pan3,ps5_p3x3,2,0.5
pb4_pan3,wne_pani,1,0.25
pb4_pan3,wb5_polC,3,0.75
pb4_pan3,yah_kifk,4,1
pb4_pan3,ydg_p3nok,3,0.6
pb4_pan3,p25_ponie,3,0.6
pb4_pan3,diq_perr,3,0.75
wb1_polC,pt1_pana,3,0.75
wb1_polC,wb2_polC,0,0
wb1_polC,pb5_pana,3,0.75
wb1_polC,pb6_pane,3,0.75
wb1_polC,os1_sifE,4,1
wb1_polC,pb7_pan3,3,0.75
wb1_polC,prs_bErg,4,1
wb1_polC,gzi_vElg,3,0.75
wb1_polC,glk_balg,3,0.75
wb1_polC,hac_gaLa,4,1
wb1_polC,pb8_pani,3,0.75
wb1_polC,os2_S3f,4,1
wb1_polC,wb3_polC,0,0
wb1_polC,pb9_pana,3,0.75
wb1_polC,p10_panie,4,0.8
wb1_polC,jdt_velg,3,0.75
wb1_polC,pt2_pan3,3,0.75
wb1_polC,ps2_pon3,2,0.5
wb1_polC,kiu_pElg3,3,0.6
wb1_polC,ckb_para,3,0.75
wb1_polC,kmr_pel,2,0.5
wb1_polC,ps3_pan3,3,0.75
wb1_polC,lrl_barg,4,1
wb1_polC,lsa_valg,3,0.75
wb1_polC,luz_barg,4,1
wb1_polC,p11_pana,3,0.75
wb1_polC,p12_pani,3,0.75
wb1_polC,p13_pana,3,0.75
wb1_polC,kfm_valk,3,0.75
wb1_polC,p14_pana,3,0.75
wb1_polC,ps4_p3x3,3,0.75
wb1_polC,p15_pana,3,0.75
wb1_polC,mnj_b3rxiko,7,1
wb1_polC,ntz_valg,3,0.75
wb1_polC,p16_pana,3,0.75
wb1_polC,p17_pana,3,0.75
wb1_polC,p18_pan3,3,0.75
wb1_polC,oru_pox3i,3,0.6
wb1_polC,prc_pon,2,0.5
wb1_polC,p19_p3x3,3,0.75
wb1_polC,pt3_pang3,4,0.8
